InvoiceNo,Date,Month,Day,weekday/weekend,Year Qrt,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode,Revenue,Total cost,Profit margin,
INV1010149,"Saturday, January 20, 2024",Jan,Saturday,Weekend,2024-Q1,STR050,PRD0115,Shoes,7,2805.56,25,1603.49,Returning,Digital,19638.92,11224.43,8414.49,
INV1010150,"Friday, September 27, 2024",Sep,Friday,Weekday,2024-Q3,STR047,PRD0005,Clothing,4,2807.68,10,1530.13,New,Digital,11230.72,6120.52,5110.2,
INV1010151,"Sunday, July 28, 2024",Jul,Sunday,Weekend,2024-Q3,STR041,PRD0012,Clothing,3,3964.17,0,1146.42,Returning,Card,11892.51,3439.26,8453.25,
INV1010152,"Thursday, August 14, 2025",Aug,Thursday,Weekday,2025-Q3,STR049,PRD0060,Accessories,1,3818.83,5,884.77,Returning,Cash,3818.83,884.77,2934.06,
INV1010153,"Monday, May 12, 2025",May,Monday,Weekday,2025-Q2,STR031,PRD0065,Accessories,4,6905.64,20,1836.5,Returning,Card,27622.56,7346,20276.56,
INV1010154,"Friday, January 24, 2025",Jan,Friday,Weekday,2025-Q1,STR010,PRD0114,Shoes,2,1470.54,10,474.36,New,Card,2941.08,948.72,1992.36,
INV1010155,"Sunday, May 5, 2024",May,Sunday,Weekend,2024-Q2,STR039,PRD0011,Clothing,2,1271.22,15,602.14,Returning,Card,2542.44,1204.28,1338.16,
INV1010156,"Saturday, December 14, 2024",Dec,Saturday,Weekend,2024-Q4,STR033,PRD0037,Clothing,6,2336.75,10,1810.77,New,Cash,14020.5,10864.62,3155.88,
INV1010157,"Thursday, November 13, 2025",Nov,Thursday,Weekday,2025-Q4,STR014,PRD0071,Accessories,5,5710.09,5,426.76,New,Card,28550.45,2133.8,26416.65,
INV1010158,"Wednesday, April 9, 2025",Apr,Wednesday,Weekday,2025-Q2,STR029,PRD0030,Clothing,4,4217.06,25,1311.99,Returning,Cash,16868.24,5247.96,11620.28,
INV1010159,"Sunday, September 28, 2025",Sep,Sunday,Weekend,2025-Q3,STR003,PRD0037,Clothing,1,3537.32,0,1551.4,Returning,Card,3537.32,1551.4,1985.92,
INV1010160,"Sunday, February 18, 2024",Feb,Sunday,Weekend,2024-Q1,STR014,PRD0045,Accessories,3,2887.09,0,207.25,Returning,Digital,8661.27,621.75,8039.52,
INV1010161,"Thursday, September 12, 2024",Sep,Thursday,Weekday,2024-Q3,STR025,PRD0004,Clothing,3,2706.96,10,502.45,Returning,Cash,8120.88,1507.35,6613.53,
INV1010162,"Sunday, November 10, 2024",Nov,Sunday,Weekend,2024-Q4,STR025,PRD0032,Clothing,5,2972.23,10,1630.03,Returning,Cash,14861.15,8150.15,6711,
INV1010163,"Sunday, April 7, 2024",Apr,Sunday,Weekend,2024-Q2,STR007,PRD0035,Clothing,4,3577.39,5,772.64,Returning,Cash,14309.56,3090.56,11219,
INV1010164,"Friday, October 31, 2025",Oct,Friday,Weekday,2025-Q4,STR024,PRD0099,Shoes,3,2008.21,15,2230.47,Returning,Digital,6024.63,6691.41,-666.78,
INV1010165,"Monday, October 13, 2025",Oct,Monday,Weekday,2025-Q4,STR022,PRD0070,Accessories,2,7854.73,0,624.73,Returning,Cash,15709.46,1249.46,14460,
INV1010166,"Thursday, May 29, 2025",May,Thursday,Weekday,2025-Q2,STR040,PRD0096,Shoes,2,1331.17,15,933.43,New,Cash,2662.34,1866.86,795.48,
INV1010167,"Friday, January 31, 2025",Jan,Friday,Weekday,2025-Q1,STR040,PRD0012,Clothing,3,2138.23,0,964.46,Returning,Card,6414.69,2893.38,3521.31,
INV1010168,"Tuesday, February 20, 2024",Feb,Tuesday,Weekday,2024-Q1,STR022,PRD0012,Clothing,2,3026.45,0,875.44,Returning,Cash,6052.9,1750.88,4302.02,
INV1010169,"Saturday, February 24, 2024",Feb,Saturday,Weekend,2024-Q1,STR018,PRD0050,Accessories,5,3478.69,20,662.46,New,Card,17393.45,3312.3,14081.15,
INV1010170,"Wednesday, May 21, 2025",May,Wednesday,Weekday,2025-Q2,STR035,PRD0053,Accessories,2,9629.83,15,675.08,Returning,Card,19259.66,1350.16,17909.5,
INV1010171,"Monday, September 30, 2024",Sep,Monday,Weekday,2024-Q3,STR022,PRD0113,Shoes,3,6817.57,5,950.83,Returning,Cash,20452.71,2852.49,17600.22,
INV1010172,"Saturday, May 25, 2024",May,Saturday,Weekend,2024-Q2,STR048,PRD0031,Clothing,4,2970.46,10,1635.96,New,Card,11881.84,6543.84,5338,
INV1010173,"Monday, November 11, 2024",Nov,Monday,Weekday,2024-Q4,STR039,PRD0012,Clothing,7,4544.35,15,1053.17,Returning,Digital,31810.45,7372.19,24438.26,
INV1010174,"Friday, December 15, 2023",Dec,Friday,Weekday,2023-Q4,STR039,PRD0033,Clothing,6,1122.54,5,1293.04,Returning,Cash,6735.24,7758.24,-1023,
INV1010175,"Wednesday, January 31, 2024",Jan,Wednesday,Weekday,2024-Q1,STR004,PRD0047,Accessories,2,4490.31,0,276.12,New,Digital,8980.62,552.24,8428.38,
INV1010176,"Sunday, December 31, 2023",Dec,Sunday,Weekend,2023-Q4,STR009,PRD0030,Clothing,8,4880.71,10,1059.29,Returning,Card,39045.68,8474.32,30571.36,
INV1010177,"Saturday, May 17, 2025",May,Saturday,Weekend,2025-Q2,STR032,PRD0100,Shoes,3,1137.74,10,1475.25,Returning,Card,3413.22,4425.75,-1012.53,
INV1010178,"Tuesday, January 23, 2024",Jan,Tuesday,Weekday,2024-Q1,STR009,PRD0030,Clothing,3,4417.19,10,1251.79,New,Cash,13251.57,3755.37,9496.2,
INV1010179,"Tuesday, December 19, 2023",Dec,Tuesday,Weekday,2023-Q4,STR039,PRD0100,Shoes,7,4818.66,25,1497.19,Returning,Card,33730.62,10480.33,23250.29,
INV1010180,"Thursday, October 2, 2025",Oct,Thursday,Weekday,2025-Q4,STR025,PRD0083,Shoes,6,2494.92,0,1171.81,Returning,Digital,14969.52,7030.86,7938.66,
INV1010181,"Tuesday, August 19, 2025",Aug,Tuesday,Weekday,2025-Q3,STR048,PRD0055,Accessories,4,4901.3,0,1572.17,Returning,Digital,19605.2,6288.68,13316.52,
INV1010182,"Tuesday, July 2, 2024",Jul,Tuesday,Weekday,2024-Q3,STR020,PRD0085,Shoes,4,7327.96,10,730.77,Returning,Card,29311.84,2923.08,26388.76,
INV1010183,"Tuesday, February 25, 2025",Feb,Tuesday,Weekday,2025-Q1,STR045,PRD0073,Accessories,5,759.89,30,1545.57,Returning,Card,3799.45,7727.85,-3928.4,
INV1010184,"Sunday, May 18, 2025",May,Sunday,Weekend,2025-Q2,STR027,PRD0071,Accessories,5,3112.2,0,486.69,Returning,Digital,15561,2433.45,13127.55,
INV1010185,"Tuesday, August 12, 2025",Aug,Tuesday,Weekday,2025-Q3,STR023,PRD0031,Clothing,1,1570.43,5,1575.03,Returning,Cash,1570.43,1575.03,-4.6,
INV1010186,"Friday, July 4, 2025",Jul,Friday,Weekday,2025-Q3,STR020,PRD0102,Shoes,3,4871.02,20,1707.14,Returning,Digital,14613.06,5121.42,9491.64,
INV1010187,"Sunday, July 13, 2025",Jul,Sunday,Weekend,2025-Q3,STR030,PRD0006,Clothing,5,1832.76,5,1398.4,New,Card,9163.8,6992,2171.8,
INV1010188,"Monday, May 27, 2024",May,Monday,Weekday,2024-Q2,STR026,PRD0056,Accessories,3,7789.75,0,1145.45,Returning,Digital,23369.25,3436.35,19932.9,
INV1010189,"Thursday, August 15, 2024",Aug,Thursday,Weekday,2024-Q3,STR017,PRD0042,Accessories,9,827.92,30,205.67,Returning,Cash,7451.28,1851.03,5600.25,
INV1010190,"Thursday, January 23, 2025",Jan,Thursday,Weekday,2025-Q1,STR048,PRD0080,Accessories,1,4229.39,5,592.91,New,Cash,4229.39,592.91,3636.48,
INV1010191,"Monday, August 25, 2025",Aug,Monday,Weekday,2025-Q3,STR011,PRD0065,Accessories,3,7441.35,0,1505.65,Returning,Cash,22324.05,4516.95,17807.1,
INV1010192,"Thursday, May 22, 2025",May,Thursday,Weekday,2025-Q2,STR016,PRD0065,Accessories,1,8853.39,5,1451.35,Returning,Card,8853.39,1451.35,7402.04,
INV1010193,"Tuesday, March 5, 2024",Mar,Tuesday,Weekday,2024-Q1,STR012,PRD0102,Shoes,4,2760.47,15,1337.06,Returning,Digital,11041.88,5348.24,5693.64,
INV1010194,"Sunday, June 2, 2024",Jun,Sunday,Weekend,2024-Q2,STR043,PRD0033,Clothing,3,2130.17,0,1032.04,Returning,Digital,6390.51,3096.12,3294.39,
INV1010195,"Saturday, September 28, 2024",Sep,Saturday,Weekend,2024-Q3,STR006,PRD0052,Accessories,5,5048.41,10,454.85,Returning,Card,25242.05,2274.25,22967.8,
INV1010196,"Saturday, September 14, 2024",Sep,Saturday,Weekend,2024-Q3,STR006,PRD0039,Clothing,3,4058.33,0,1883.93,Returning,Card,12174.99,5651.79,6523.2,
INV1010197,"Sunday, June 2, 2024",Jun,Sunday,Weekend,2024-Q2,STR028,PRD0071,Accessories,3,1801.22,10,479.1,Returning,Card,5403.66,1437.3,3966.36,
INV1010198,"Wednesday, November 12, 2025",Nov,Wednesday,Weekday,2025-Q4,STR020,PRD0020,Clothing,3,4508.58,0,117.44,Returning,Cash,13525.74,352.32,13173.42,
INV1010199,"Tuesday, April 15, 2025",Apr,Tuesday,Weekday,2025-Q2,STR035,PRD0095,Shoes,2,5856.95,10,224.04,Returning,Card,11713.9,448.08,11265.82,
INV1010200,"Saturday, November 2, 2024",Nov,Saturday,Weekend,2024-Q4,STR005,PRD0086,Shoes,6,4406.28,0,572.59,Returning,Card,26437.68,3435.54,23002.14,
INV1010201,"Friday, May 9, 2025",May,Friday,Weekday,2025-Q2,STR009,PRD0073,Accessories,2,915.03,10,2003,Returning,Digital,1830.06,4006,-2175.94,
INV1010202,"Monday, December 23, 2024",Dec,Monday,Weekday,2024-Q4,STR025,PRD0097,Shoes,5,1880.43,15,1966.16,Returning,Cash,9402.15,9830.8,-428.65,
INV1010203,"Friday, March 8, 2024",Mar,Friday,Weekday,2024-Q1,STR020,PRD0080,Accessories,6,7577.78,15,654.46,New,Digital,45466.68,3926.76,41539.92,
INV1010204,"Saturday, April 13, 2024",Apr,Saturday,Weekend,2024-Q2,STR007,PRD0072,Accessories,4,6926.6,15,1898.47,Returning,Card,27706.4,7593.88,20112.52,
INV1010205,"Tuesday, October 7, 2025",Oct,Tuesday,Weekday,2025-Q4,STR011,PRD0068,Accessories,4,3272.3,5,162.89,Returning,Card,13089.2,651.56,12437.64,
INV1010206,"Thursday, July 31, 2025",Jul,Thursday,Weekday,2025-Q3,STR023,PRD0074,Accessories,2,7537.49,5,575.35,Returning,Card,15074.98,1150.7,13924.28,
INV1010207,"Sunday, March 10, 2024",Mar,Sunday,Weekend,2024-Q1,STR029,PRD0104,Shoes,3,1664.99,5,1293.24,Returning,Card,4994.97,3879.72,1115.25,
INV1010208,"Saturday, April 26, 2025",Apr,Saturday,Weekend,2025-Q2,STR015,PRD0055,Accessories,1,3462.81,10,1234.57,New,Cash,3462.81,1234.57,2228.24,
INV1010209,"Monday, July 8, 2024",Jul,Monday,Weekday,2024-Q3,STR007,PRD0051,Accessories,3,4594.24,20,748.94,New,Card,13782.72,2246.82,11535.9,
INV1010210,"Thursday, November 7, 2024",Nov,Thursday,Weekday,2024-Q4,STR013,PRD0056,Accessories,5,3428.38,25,1053.83,New,Card,17141.9,5269.15,11872.75,
INV1010211,"Sunday, October 12, 2025",Oct,Sunday,Weekend,2025-Q4,STR001,PRD0028,Clothing,12,1417.94,25,291.51,Returning,Cash,17015.28,3498.12,13517.16,
INV1010212,"Sunday, May 4, 2025",May,Sunday,Weekend,2025-Q2,STR049,PRD0086,Shoes,2,3553.16,0,569.45,New,Cash,7106.32,1138.9,5967.42,
INV1010213,"Monday, November 10, 2025",Nov,Monday,Weekday,2025-Q4,STR011,PRD0047,Accessories,6,3830.7,20,280.49,Returning,Digital,22984.2,1682.94,21301.26,
INV1010214,"Thursday, September 4, 2025",Sep,Thursday,Weekday,2025-Q3,STR017,PRD0013,Clothing,1,4355.46,5,139.44,Returning,Cash,4355.46,139.44,4216.02,
INV1010215,"Saturday, May 3, 2025",May,Saturday,Weekend,2025-Q2,STR003,PRD0099,Shoes,3,4161.51,0,1764.07,Returning,Card,12484.53,5292.21,7192.32,
INV1010216,"Tuesday, August 12, 2025",Aug,Tuesday,Weekday,2025-Q3,STR025,PRD0023,Clothing,1,4836.5,0,632.92,New,Digital,4836.5,632.92,4203.58,
INV1010217,"Friday, November 1, 2024",Nov,Friday,Weekday,2024-Q4,STR004,PRD0082,Shoes,8,5822.35,10,499.08,Returning,Digital,46578.8,3992.64,42586.16,
INV1010218,"Thursday, December 5, 2024",Dec,Thursday,Weekday,2024-Q4,STR042,PRD0102,Shoes,2,5582.74,5,1234.13,Returning,Card,11165.48,2468.26,8697.22,
INV1010219,"Thursday, January 16, 2025",Jan,Thursday,Weekday,2025-Q1,STR044,PRD0084,Shoes,2,1599.86,5,2043.15,Returning,Card,3199.72,4086.3,-886.58,
INV1010220,"Wednesday, September 24, 2025",Sep,Wednesday,Weekday,2025-Q3,STR021,PRD0096,Shoes,3,7946.12,20,986.12,Returning,Cash,23838.36,2958.36,20880,
INV1010221,"Monday, August 25, 2025",Aug,Monday,Weekday,2025-Q3,STR034,PRD0019,Clothing,2,2654.94,0,1384.8,Returning,Cash,5309.88,2769.6,2540.28,
INV1010222,"Thursday, September 12, 2024",Sep,Thursday,Weekday,2024-Q3,STR010,PRD0106,Shoes,1,5148.73,0,1435.88,New,Digital,5148.73,1435.88,3712.85,
INV1010223,"Monday, November 4, 2024",Nov,Monday,Weekday,2024-Q4,STR028,PRD0009,Clothing,6,543.84,10,864.68,Returning,Card,3263.04,5188.08,-1925.04,
INV1010224,"Thursday, February 8, 2024",Feb,Thursday,Weekday,2024-Q1,STR042,PRD0102,Shoes,1,2771.72,0,1599.83,Returning,Card,2771.72,1599.83,1171.89,
INV1010225,"Monday, January 13, 2025",Jan,Monday,Weekday,2025-Q1,STR034,PRD0010,Clothing,6,1270.58,20,165.09,Returning,Digital,7623.48,990.54,6632.94,
INV1010226,"Thursday, December 21, 2023",Dec,Thursday,Weekday,2023-Q4,STR048,PRD0098,Shoes,6,3925.11,10,891.87,Returning,Digital,23550.66,5351.22,18199.44,
INV1010227,"Wednesday, August 20, 2025",Aug,Wednesday,Weekday,2025-Q3,STR001,PRD0072,Accessories,3,5385.57,15,1672.59,Returning,Card,16156.71,5017.77,11138.94,
INV1010228,"Thursday, October 30, 2025",Oct,Thursday,Weekday,2025-Q4,STR019,PRD0089,Shoes,2,4241.73,0,322.57,New,Digital,8483.46,645.14,7838.32,
INV1010229,"Sunday, February 18, 2024",Feb,Sunday,Weekend,2024-Q1,STR013,PRD0050,Accessories,4,8909.17,15,709.24,Returning,Cash,35636.68,2836.96,32799.72,
INV1010230,"Friday, May 16, 2025",May,Friday,Weekday,2025-Q2,STR027,PRD0097,Shoes,2,2928.51,0,2325.36,Returning,Card,5857.02,4650.72,1206.3,
INV1010231,"Monday, November 11, 2024",Nov,Monday,Weekday,2024-Q4,STR019,PRD0005,Clothing,4,2266.52,5,1243.78,Returning,Card,9066.08,4975.12,4090.96,
INV1010232,"Sunday, April 14, 2024",Apr,Sunday,Weekend,2024-Q2,STR042,PRD0113,Shoes,2,7749.72,5,1213.3,Returning,Card,15499.44,2426.6,13072.84,
INV1010233,"Wednesday, November 29, 2023",Nov,Wednesday,Weekday,2023-Q4,STR034,PRD0020,Clothing,4,1198.15,5,134.34,New,Cash,4792.6,537.36,4255.24,
INV1010234,"Monday, December 16, 2024",Dec,Monday,Weekday,2024-Q4,STR039,PRD0010,Clothing,3,1113.49,0,172.22,Returning,Cash,3340.47,516.66,2823.81,
INV1010235,"Tuesday, March 4, 2025",Mar,Tuesday,Weekday,2025-Q1,STR041,PRD0113,Shoes,3,4193.16,5,1130.03,Returning,Digital,12579.48,3390.09,9189.39,
INV1010236,"Tuesday, December 12, 2023",Dec,Tuesday,Weekday,2023-Q4,STR048,PRD0090,Shoes,6,2453.29,5,184.14,Returning,Card,14719.74,1104.84,13614.9,
INV1010237,"Friday, January 31, 2025",Jan,Friday,Weekday,2025-Q1,STR041,PRD0052,Accessories,3,4860.84,10,552.53,Returning,Card,14582.52,1657.59,12924.93,
INV1010238,"Saturday, November 15, 2025",Nov,Saturday,Weekend,2025-Q4,STR009,PRD0063,Accessories,6,3106.41,0,927.95,Returning,Cash,18638.46,5567.7,13070.76,
INV1010239,"Sunday, September 14, 2025",Sep,Sunday,Weekend,2025-Q3,STR025,PRD0110,Shoes,3,2166.41,0,2026.67,Returning,Cash,6499.23,6080.01,419.22,
INV1010240,"Tuesday, April 23, 2024",Apr,Tuesday,Weekday,2024-Q2,STR033,PRD0026,Clothing,2,4843.44,0,861.28,Returning,Digital,9686.88,1722.56,7964.32,
INV1010241,"Monday, June 17, 2024",Jun,Monday,Weekday,2024-Q2,STR035,PRD0021,Clothing,4,952.25,0,1422.96,Returning,Card,3809,5691.84,-1882.84,
INV1010242,"Sunday, October 19, 2025",Oct,Sunday,Weekend,2025-Q4,STR010,PRD0058,Accessories,7,4244.67,20,1287.55,Returning,Digital,29712.69,9012.85,20699.84,
INV1010243,"Friday, March 21, 2025",Mar,Friday,Weekday,2025-Q1,STR016,PRD0066,Accessories,1,9011.94,5,1570.47,Returning,Digital,9011.94,1570.47,7441.47,
INV1010244,"Sunday, February 18, 2024",Feb,Sunday,Weekend,2024-Q1,STR017,PRD0047,Accessories,5,7658.25,10,242.59,Returning,Digital,38291.25,1212.95,37078.3,
INV1010245,"Friday, January 3, 2025",Jan,Friday,Weekday,2025-Q1,STR015,PRD0017,Clothing,3,4433.45,20,488.7,Returning,Card,13300.35,1466.1,11834.25,
INV1010246,"Tuesday, July 2, 2024",Jul,Tuesday,Weekday,2024-Q3,STR043,PRD0063,Accessories,3,924.96,0,1339.64,Returning,Cash,2774.88,4018.92,-1244.04,
INV1010247,"Wednesday, July 2, 2025",Jul,Wednesday,Weekday,2025-Q3,STR011,PRD0112,Shoes,2,6521.61,15,613.37,Returning,Digital,13043.22,1226.74,11816.48,
INV1010248,"Saturday, March 8, 2025",Mar,Saturday,Weekend,2025-Q1,STR004,PRD0077,Accessories,10,6153.61,10,2128.49,Returning,Digital,61536.1,21284.9,40251.2,
INV1010249,"Friday, May 3, 2024",May,Friday,Weekday,2024-Q2,STR020,PRD0096,Shoes,1,5741.31,5,799.61,Returning,Card,5741.31,799.61,4941.7,
INV1010250,"Wednesday, October 1, 2025",Oct,Wednesday,Weekday,2025-Q4,STR025,PRD0004,Clothing,4,3261.92,0,517.93,Returning,Card,13047.68,2071.72,10975.96,
INV1010251,"Wednesday, October 22, 2025",Oct,Wednesday,Weekday,2025-Q4,STR027,PRD0029,Clothing,4,4617.51,0,1756.01,New,Card,18470.04,7024.04,11446,
INV1010252,"Sunday, March 2, 2025",Mar,Sunday,Weekend,2025-Q1,STR023,PRD0024,Clothing,1,836.99,10,451.99,Returning,Cash,836.99,451.99,385,
INV1010253,"Thursday, August 8, 2024",Aug,Thursday,Weekday,2024-Q3,STR008,PRD0006,Clothing,1,3181.97,5,1384.8,Returning,Digital,3181.97,1384.8,1797.17,
INV1010254,"Tuesday, September 24, 2024",Sep,Tuesday,Weekday,2024-Q3,STR022,PRD0028,Clothing,2,3560.92,10,305.87,New,Card,7121.84,611.74,6510.1,
INV1010255,"Saturday, November 15, 2025",Nov,Saturday,Weekend,2025-Q4,STR001,PRD0062,Accessories,7,3650.97,5,1315.02,New,Digital,25556.79,9205.14,16351.65,
INV1010256,"Saturday, September 14, 2024",Sep,Saturday,Weekend,2024-Q3,STR040,PRD0081,Shoes,6,1506.45,20,1371.4,Returning,Card,9038.7,8228.4,810.3,
INV1010257,"Monday, September 9, 2024",Sep,Monday,Weekday,2024-Q3,STR021,PRD0065,Accessories,3,1086.57,5,1908.22,Returning,Card,3259.71,5724.66,-2464.95,
INV1010258,"Wednesday, October 23, 2024",Oct,Wednesday,Weekday,2024-Q4,STR019,PRD0067,Accessories,4,8041,15,579.05,New,Digital,32164,2316.2,29847.8,
INV1010259,"Monday, August 19, 2024",Aug,Monday,Weekday,2024-Q3,STR009,PRD0102,Shoes,5,2814.99,5,1505.32,Returning,Card,14074.95,7526.6,6548.35,
INV1010260,"Thursday, October 23, 2025",Oct,Thursday,Weekday,2025-Q4,STR041,PRD0027,Clothing,3,2649.46,0,228.75,New,Digital,7948.38,686.25,7262.13,
INV1010261,"Saturday, December 23, 2023",Dec,Saturday,Weekend,2023-Q4,STR004,PRD0049,Accessories,8,9328.03,15,1154.82,Returning,Digital,74624.24,9238.56,65385.68,
INV1010262,"Wednesday, October 30, 2024",Oct,Wednesday,Weekday,2024-Q4,STR033,PRD0110,Shoes,3,5267.77,0,1699.53,Returning,Digital,15803.31,5098.59,10704.72,
INV1010263,"Friday, February 28, 2025",Feb,Friday,Weekday,2025-Q1,STR015,PRD0026,Clothing,1,3218.16,0,594.41,Returning,Card,3218.16,594.41,2623.75,
INV1010264,"Saturday, June 7, 2025",Jun,Saturday,Weekend,2025-Q2,STR020,PRD0004,Clothing,4,4654.09,10,503.8,New,Card,18616.36,2015.2,16601.16,
INV1010265,"Sunday, June 8, 2025",Jun,Sunday,Weekend,2025-Q2,STR040,PRD0014,Clothing,2,2337.03,10,467.58,Returning,Digital,4674.06,935.16,3738.9,
INV1010266,"Thursday, August 15, 2024",Aug,Thursday,Weekday,2024-Q3,STR050,PRD0106,Shoes,5,5265.11,5,1537.22,Returning,Cash,26325.55,7686.1,18639.45,
INV1010267,"Friday, February 9, 2024",Feb,Friday,Weekday,2024-Q1,STR027,PRD0110,Shoes,2,6563.86,0,1997.72,New,Card,13127.72,3995.44,9132.28,
INV1010268,"Friday, January 12, 2024",Jan,Friday,Weekday,2024-Q1,STR045,PRD0027,Clothing,4,4929.49,0,256.88,New,Cash,19717.96,1027.52,18690.44,
INV1010269,"Friday, July 19, 2024",Jul,Friday,Weekday,2024-Q3,STR016,PRD0088,Shoes,3,7481.5,25,1025.86,Returning,Card,22444.5,3077.58,19366.92,
INV1010270,"Tuesday, September 24, 2024",Sep,Tuesday,Weekday,2024-Q3,STR011,PRD0077,Accessories,2,7818.69,10,2137.53,New,Cash,15637.38,4275.06,11362.32,
INV1010271,"Thursday, May 8, 2025",May,Thursday,Weekday,2025-Q2,STR011,PRD0015,Clothing,3,4121.29,5,1474.04,Returning,Card,12363.87,4422.12,7941.75,
INV1010272,"Tuesday, September 10, 2024",Sep,Tuesday,Weekday,2024-Q3,STR001,PRD0105,Shoes,2,6476.79,0,539.18,New,Digital,12953.58,1078.36,11875.22,
INV1010273,"Thursday, March 27, 2025",Mar,Thursday,Weekday,2025-Q1,STR012,PRD0036,Clothing,3,4448.18,0,1290.75,Returning,Cash,13344.54,3872.25,9472.29,
INV1010274,"Tuesday, October 29, 2024",Oct,Tuesday,Weekday,2024-Q4,STR037,PRD0042,Accessories,2,1549.92,5,151.72,New,Digital,3099.84,303.44,2796.4,
INV1010275,"Saturday, March 29, 2025",Mar,Saturday,Weekend,2025-Q1,STR041,PRD0101,Shoes,6,2530.02,5,123.29,Returning,Card,15180.12,739.74,14440.38,
INV1010276,"Wednesday, December 27, 2023",Dec,Wednesday,Weekday,2023-Q4,STR031,PRD0106,Shoes,4,5786.13,5,1466.95,Returning,Card,23144.52,5867.8,17276.72,
INV1010277,"Thursday, April 24, 2025",Apr,Thursday,Weekday,2025-Q2,STR027,PRD0043,Accessories,2,1001.87,10,427.12,Returning,Card,2003.74,854.24,1149.5,
INV1010278,"Wednesday, March 6, 2024",Mar,Wednesday,Weekday,2024-Q1,STR041,PRD0029,Clothing,3,3264.46,15,1928.65,Returning,Digital,9793.38,5785.95,4007.43,
INV1010279,"Monday, August 12, 2024",Aug,Monday,Weekday,2024-Q3,STR027,PRD0082,Shoes,3,3889.71,0,678.64,New,Card,11669.13,2035.92,9633.21,
INV1010280,"Sunday, October 19, 2025",Oct,Sunday,Weekend,2025-Q4,STR009,PRD0091,Shoes,5,2144.74,0,278.38,Returning,Card,10723.7,1391.9,9331.8,
INV1010281,"Tuesday, March 5, 2024",Mar,Tuesday,Weekday,2024-Q1,STR025,PRD0109,Shoes,3,7754.88,5,906.43,Returning,Cash,23264.64,2719.29,20545.35,
INV1010282,"Sunday, July 13, 2025",Jul,Sunday,Weekend,2025-Q3,STR035,PRD0080,Accessories,3,5768.05,0,578.81,New,Card,17304.15,1736.43,15567.72,
INV1010283,"Wednesday, February 26, 2025",Feb,Wednesday,Weekday,2025-Q1,STR038,PRD0051,Accessories,4,9888.94,0,644.16,New,Cash,39555.76,2576.64,36979.12,
INV1010284,"Tuesday, April 30, 2024",Apr,Tuesday,Weekday,2024-Q2,STR003,PRD0004,Clothing,2,585.82,0,548.66,Returning,Card,1171.64,1097.32,74.32,
INV1010285,"Monday, February 3, 2025",Feb,Monday,Weekday,2025-Q1,STR020,PRD0040,Clothing,3,784.39,20,961.8,New,Card,2353.17,2885.4,-532.23,
INV1010286,"Friday, August 22, 2025",Aug,Friday,Weekday,2025-Q3,STR022,PRD0038,Clothing,4,2855.78,10,1282.11,New,Digital,11423.12,5128.44,6294.68,
INV1010287,"Sunday, August 10, 2025",Aug,Sunday,Weekend,2025-Q3,STR023,PRD0079,Accessories,1,9233.12,5,578.58,Returning,Cash,9233.12,578.58,8654.54,
INV1010288,"Wednesday, November 27, 2024",Nov,Wednesday,Weekday,2024-Q4,STR020,PRD0060,Accessories,6,657.94,10,906.09,Returning,Digital,3947.64,5436.54,-1488.9,
INV1010289,"Sunday, May 12, 2024",May,Sunday,Weekend,2024-Q2,STR030,PRD0069,Accessories,6,6020.28,10,672.33,Returning,Cash,36121.68,4033.98,32087.7,
INV1010290,"Monday, April 21, 2025",Apr,Monday,Weekday,2025-Q2,STR042,PRD0012,Clothing,2,4706.38,0,1171.85,Returning,Card,9412.76,2343.7,7069.06,
INV1010291,"Friday, May 10, 2024",May,Friday,Weekday,2024-Q2,STR049,PRD0091,Shoes,1,1826.59,5,317.29,Returning,Digital,1826.59,317.29,1509.3,
INV1010292,"Wednesday, January 22, 2025",Jan,Wednesday,Weekday,2025-Q1,STR044,PRD0053,Accessories,3,7144.62,5,714.1,Returning,Digital,21433.86,2142.3,19291.56,
INV1010293,"Wednesday, March 5, 2025",Mar,Wednesday,Weekday,2025-Q1,STR035,PRD0100,Shoes,2,1295.3,0,1732.04,New,Digital,2590.6,3464.08,-873.48,
INV1010294,"Sunday, December 3, 2023",Dec,Sunday,Weekend,2023-Q4,STR023,PRD0010,Clothing,1,1417.61,0,174.45,Returning,Card,1417.61,174.45,1243.16,
INV1010295,"Monday, January 20, 2025",Jan,Monday,Weekday,2025-Q1,STR015,PRD0010,Clothing,1,1022.61,15,147.11,New,Digital,1022.61,147.11,875.5,
INV1010296,"Wednesday, November 29, 2023",Nov,Wednesday,Weekday,2023-Q4,STR043,PRD0017,Clothing,4,4601.45,5,468.87,New,Card,18405.8,1875.48,16530.32,
INV1010297,"Friday, July 4, 2025",Jul,Friday,Weekday,2025-Q3,STR010,PRD0003,Clothing,2,2169.15,0,589.32,Returning,Card,4338.3,1178.64,3159.66,
INV1010298,"Friday, January 24, 2025",Jan,Friday,Weekday,2025-Q1,STR016,PRD0110,Shoes,2,5491.06,5,1901.51,Returning,Card,10982.12,3803.02,7179.1,
INV1010299,"Thursday, December 5, 2024",Dec,Thursday,Weekday,2024-Q4,STR008,PRD0088,Shoes,4,7361.95,0,908.77,Returning,Cash,29447.8,3635.08,25812.72,
